stars;acc;pp
2.64;0.9467723809425617;114.208
2.64;0.9467002092977699;114.159
2.64;0.9465125630213113;114.029
2.64;0.9464300811415493;113.972
2.64;0.94638471610768;113.941
2.64;0.9463290408388407;113.902
2.64;0.946260993288037;113.856
2.64;0.9460815951995546;113.732
2.64;0.9459908651318164;113.669
2.64;0.9459207555340187;113.621
2.64;0.9455269045581549;113.349
2.64;0.9448938561309812;112.92
2.64;0.9448505531441062;112.894
2.64;0.9448237465331835;112.877
2.64;0.9445824870348796;112.73
2.64;0.9445103153900878;112.685
2.64;0.9445103153900878;112.685
2.64;0.9444525780742543;112.65
2.64;0.9443865925704447;112.61
2.64;0.9443020486436886;112.558
2.64;0.9442938004557124;112.553
2.64;0.9442257529049087;112.511
2.64;0.9442010083409801;112.496
2.64;0.9441700776360693;112.477
2.64;0.9436463176995804;112.156
2.64;0.9432174119248178;111.894
2.64;0.9431741089379427;111.867
2.64;0.9431637987029724;111.861
2.64;0.9430916270581806;111.817
2.64;0.9429699662855316;111.742
2.64;0.9428977946407399;111.698
2.64;0.9424833231949357;111.444
2.64;0.9422441257436257;111.298
2.64;0.9422276293676732;111.288
2.64;0.942217319132703;111.282
2.64;0.9421678300048458;111.251
2.64;0.9420853481250838;111.201
2.64;0.9420791619841016;111.197
2.64;0.9420069903393098;111.153
2.64;0.9417842892639523;111.016
2.64;0.9416688146322855;110.946
2.64;0.941613139363446;110.912
2.64;0.9412708395624336;110.702
2.64;0.9412605293274634;110.696
2.64;0.9411161860378798;110.607
2.64;0.9409883391242486;110.529
2.64;0.9408893608685341;110.469
2.64;0.940843995834665;110.441
2.64;0.9408171892237424;110.424
2.64;0.940720273015022;110.365
2.64;0.9406151086183254;110.301
2.64;0.9396191399201987;109.691
2.64;0.939505727335526;109.621
2.64;0.9393696322339186;109.538
2.64;0.9392685919312102;109.476
2.64;0.9390149601509419;109.321
2.64;0.93877988679362;109.177
2.64;0.9383674773948099;108.925
2.64;0.9378849583982019;108.629
2.64;0.9378684620222495;108.619
2.64;0.9377076223567135;108.521
2.64;0.9376828777927849;108.505
2.64;0.9376107061479931;108.461
2.64;0.937447804435463;108.362
2.64;0.9371508696683197;108.18
2.64;0.937039519130641;108.112
2.64;0.9366786609066821;107.891
2.64;0.9365714344629914;107.825
2.64;0.9363879122805209;107.713
2.64;0.9360600468084668;107.512
2.64;0.9359713787877225;107.458
2.64;0.9358290975451331;107.37
2.64;0.9355156664020373;107.179
2.64;0.9354331845222753;107.128
2.64;0.9353568887834953;107.081
2.64;0.935262034621769;107.023
2.64;0.9350104648884948;106.869
2.64;0.9341918322318565;106.368
2.64;0.9340784196471837;106.299
2.64;0.9339732552504871;106.234
2.64;0.9338412842428679;106.153
2.64;0.9334268127970636;105.9
2.64;0.9334123784681053;105.891
2.64;0.9334103164211113;105.89
2.64;0.9333113381653968;105.829
2.64;0.9332700972255158;105.804
2.64;0.9331360641709024;105.722
2.64;0.9331216298419441;105.713
2.64;0.9329525419884319;105.609
2.64;0.9324040374880144;105.274
2.64;0.9322102050705735;105.155
2.64;0.932102978626883;105.089
2.64;0.9320988545328948;105.087
2.64;0.9320802961099484;105.075
2.64;0.9320576135930138;105.061
2.64;0.9315936530193523;104.777
2.64;0.9315503500324772;104.751
2.64;0.9313956965079234;104.656
2.64;0.9310307141899764;104.433
2.64;0.930768834221732;104.272
2.64;0.9306059325092019;104.173
2.64;0.9305626295223268;104.146
2.64;0.930529636770422;104.126
2.64;0.9302100194863441;103.93
2.64;0.9300223732098855;103.815
2.64;0.9297419348186945;103.644
2.64;0.929195492365271;103.309
2.64;0.9289831015248837;103.179
2.64;0.9288181377653597;103.078
2.64;0.9282139579961027;102.708
2.64;0.9281294140693467;102.656
2.64;0.927904650946995;102.519
2.64;0.9277871142683342;102.447
2.64;0.9277644317513997;102.433
2.64;0.9277335010464889;102.414
2.64;0.9275870957099113;102.324
2.64;0.9275829716159232;102.322
2.64;0.9274530626552979;102.242
2.64;0.9274015114804467;102.211
2.64;0.9273375880236311;102.172
2.64;0.927331401882649;102.168
2.64;0.9270303430215174;101.984
2.64;0.9270220948335413;101.979
2.64;0.9270014743636007;101.966
2.64;0.9268777515439577;101.89
2.64;0.9265498860719036;101.689
2.64;0.9265498860719036;101.69
2.64;0.9265478240249095;101.688
