stars;acc;pp
0.15;6.45;[[23285.988]]
0.16;6.45;[[23286.57]]
0.17;6.45;[[23287.15]]
0.18;6.45;[[23287.734]]
0.19;6.45;[[23288.314]]
0.2;6.45;[[23288.895]]
0.21;6.45;[[23289.477]]
0.22;6.45;[[23290.059]]
0.23;6.45;[[23290.64]]
0.24;6.45;[[23291.22]]
0.25;6.45;[[23291.805]]
0.26;6.45;[[23292.387]]
0.27;6.45;[[23292.965]]
0.28;6.45;[[23293.547]]
0.29;6.45;[[23294.127]]
0.3;6.45;[[23294.707]]
0.31;6.45;[[23295.287]]
0.32;6.45;[[23295.871]]
0.33;6.45;[[23296.451]]
0.34;6.45;[[23297.033]]
0.35;6.45;[[23297.615]]
0.36;6.45;[[23298.2]]
0.37;6.45;[[23298.783]]
0.38;6.45;[[23299.361]]
0.39;6.45;[[23299.943]]
0.4;6.45;[[23300.521]]
0.41;6.45;[[23301.104]]
0.42;6.45;[[23301.688]]
0.43;6.45;[[23302.266]]
0.44;6.45;[[23302.85]]
0.45;6.45;[[23303.432]]
0.46;6.45;[[23304.008]]
0.47;6.45;[[23304.592]]
0.48;6.45;[[23305.176]]
0.49;6.45;[[23305.756]]
0.5;6.45;[[23306.338]]
0.51;6.45;[[23306.92]]
0.52;6.45;[[23307.5]]
0.53;6.45;[[23308.082]]
0.54;6.45;[[23308.662]]
0.55;6.45;[[23309.242]]
0.56;6.45;[[23309.826]]
0.57;6.45;[[23310.408]]
0.58;6.45;[[23310.986]]
0.59;6.45;[[23311.566]]
0.6;6.45;[[23312.154]]
0.61;6.45;[[23312.73]]
0.62;6.45;[[23313.312]]
0.63;6.45;[[23313.895]]
0.64;6.45;[[23314.475]]
0.65;6.45;[[23315.053]]
0.66;6.45;[[23315.637]]
0.67;6.45;[[23316.219]]
0.68;6.45;[[23316.803]]
0.69;6.45;[[23317.385]]
0.7;6.45;[[23317.963]]
0.71;6.45;[[23318.547]]
0.72;6.45;[[23319.127]]
0.73;6.45;[[23319.709]]
0.74;6.45;[[23320.291]]
0.75;6.45;[[23320.873]]
0.76;6.45;[[23321.45]]
0.77;6.45;[[23322.033]]
0.78;6.45;[[23322.613]]
0.79;6.45;[[23323.2]]
0.8;6.45;[[23323.777]]
0.81;6.45;[[23324.355]]
0.82;6.45;[[23324.94]]
0.83;6.45;[[23325.521]]
0.84;6.45;[[23326.102]]
0.85;6.45;[[23326.682]]
0.86;6.45;[[23327.268]]
0.87;6.45;[[23327.848]]
0.88;6.45;[[23328.432]]
0.89;6.45;[[23329.01]]
0.9;6.45;[[23329.59]]
0.91;6.45;[[23330.172]]
0.92;6.45;[[23330.75]]
0.93;6.45;[[23331.338]]
0.94;6.45;[[23331.916]]
0.95;6.45;[[23332.496]]
0.96;6.45;[[23333.076]]
0.97;6.45;[[23333.662]]
0.98;6.45;[[23334.244]]
0.99;6.45;[[23334.83]]
0.01;6.46;[[23321.326]]
0.02;6.46;[[23321.746]]
0.03;6.46;[[23322.16]]
0.04;6.46;[[23322.578]]
0.05;6.46;[[23323.105]]
0.06;6.46;[[23323.682]]
0.07;6.46;[[23324.268]]
0.08;6.46;[[23324.848]]
0.09;6.46;[[23325.43]]
0.1;6.46;[[23326.01]]
0.11;6.46;[[23326.592]]
0.12;6.46;[[23327.172]]
0.13;6.46;[[23327.756]]
0.14;6.46;[[23328.336]]
0.15;6.46;[[23328.918]]
0.16;6.46;[[23329.498]]
0.17;6.46;[[23330.078]]
0.18;6.46;[[23330.658]]
0.19;6.46;[[23331.24]]
0.2;6.46;[[23331.824]]
0.21;6.46;[[23332.406]]
0.22;6.46;[[23332.986]]
0.23;6.46;[[23333.566]]
0.24;6.46;[[23334.146]]
0.25;6.46;[[23334.73]]
0.26;6.46;[[23335.31]]
0.27;6.46;[[23335.89]]
0.28;6.46;[[23336.477]]
0.29;6.46;[[23337.057]]
0.3;6.46;[[23337.635]]
0.31;6.46;[[23338.217]]
0.32;6.46;[[23338.799]]
0.33;6.46;[[23339.379]]
0.34;6.46;[[23339.96]]
0.35;6.46;[[23340.541]]
0.36;6.46;[[23341.121]]
0.37;6.46;[[23341.709]]
0.38;6.46;[[23342.29]]
0.39;6.46;[[23342.87]]
0.4;6.46;[[23343.45]]
0.41;6.46;[[23344.033]]
0.42;6.46;[[23344.615]]
0.43;6.46;[[23345.191]]
0.44;6.46;[[23345.777]]
0.45;6.46;[[23346.355]]
0.46;6.46;[[23346.94]]
0.47;6.46;[[23347.518]]
0.48;6.46;[[23348.104]]
0.49;6.46;[[23348.684]]
0.5;6.46;[[23349.264]]
0.51;6.46;[[23349.848]]
0.52;6.46;[[23350.424]]
0.53;6.46;[[23351.006]]
0.54;6.46;[[23351.588]]
0.55;6.46;[[23352.17]]
0.56;6.46;[[23352.754]]
0.57;6.46;[[23353.334]]
0.58;6.46;[[23353.91]]
0.59;6.46;[[23354.496]]
0.6;6.46;[[23355.078]]
0.61;6.46;[[23355.658]]
0.62;6.46;[[23356.242]]
0.63;6.46;[[23356.824]]
0.64;6.46;[[23357.4]]
0.65;6.46;[[23357.984]]
0.66;6.46;[[23358.568]]
0.67;6.46;[[23359.146]]
0.68;6.46;[[23359.727]]
0.69;6.46;[[23360.312]]
0.7;6.46;[[23360.89]]
0.71;6.46;[[23361.473]]
0.72;6.46;[[23362.05]]
0.73;6.46;[[23362.639]]
0.74;6.46;[[23363.215]]
0.75;6.46;[[23363.797]]
0.76;6.46;[[23364.377]]
0.77;6.46;[[23364.959]]
0.78;6.46;[[23365.541]]
0.79;6.46;[[23366.123]]
0.8;6.46;[[23366.703]]
0.81;6.46;[[23367.287]]
0.82;6.46;[[23367.863]]
0.83;6.46;[[23368.445]]
0.84;6.46;[[23369.03]]
0.85;6.46;[[23369.611]]
0.86;6.46;[[23370.193]]
0.87;6.46;[[23370.773]]
0.88;6.46;[[23371.354]]
0.89;6.46;[[23371.936]]
0.9;6.46;[[23372.518]]
0.91;6.46;[[23373.102]]
0.92;6.46;[[23373.684]]
0.93;6.46;[[23374.264]]
0.94;6.46;[[23374.846]]
0.95;6.46;[[23375.424]]
0.96;6.46;[[23376.006]]
0.97;6.46;[[23376.592]]
0.98;6.46;[[23377.174]]
0.99;6.46;[[23377.758]]
0.01;6.47;[[23364.008]]
0.02;6.47;[[23364.428]]
0.03;6.47;[[23364.865]]
0.04;6.47;[[23365.447]]
0.05;6.47;[[23366.027]]
0.06;6.47;[[23366.613]]
0.07;6.47;[[23367.193]]
0.08;6.47;[[23367.771]]
0.09;6.47;[[23368.355]]
0.1;6.47;[[23368.934]]
0.11;6.47;[[23369.518]]
0.12;6.47;[[23370.1]]
0.13;6.47;[[23370.68]]
0.14;6.47;[[23371.262]]
0.15;6.47;[[23371.842]]
0.16;6.47;[[23372.424]]
0.17;6.47;[[23373.004]]
0.18;6.47;[[23373.586]]
0.19;6.47;[[23374.17]]
0.2;6.47;[[23374.75]]
0.21;6.47;[[23375.33]]
0.22;6.47;[[23375.912]]
0.23;6.47;[[23376.492]]
0.24;6.47;[[23377.074]]
0.25;6.47;[[23377.656]]
0.26;6.47;[[23378.238]]
0.27;6.47;[[23378.82]]
0.28;6.47;[[23379.4]]
0.29;6.47;[[23379.98]]
0.3;6.47;[[23380.562]]
0.31;6.47;[[23381.143]]
0.32;6.47;[[23381.727]]
0.33;6.47;[[23382.309]]
0.34;6.47;[[23382.89]]
0.35;6.47;[[23383.473]]
0.36;6.47;[[23384.05]]
0.37;6.47;[[23384.63]]
0.38;6.47;[[23385.217]]
0.39;6.47;[[23385.797]]
0.4;6.47;[[23386.379]]
0.41;6.47;[[23386.957]]
0.42;6.47;[[23387.541]]
0.43;6.47;[[23388.123]]
0.44;6.47;[[23388.701]]
0.45;6.47;[[23389.281]]
0.46;6.47;[[23389.867]]
0.47;6.47;[[23390.445]]
0.48;6.47;[[23391.027]]
0.49;6.47;[[23391.607]]
0.5;6.47;[[23392.193]]
0.51;6.47;[[23392.773]]
0.52;6.47;[[23393.352]]
0.53;6.47;[[23393.936]]
0.54;6.47;[[23394.516]]
0.55;6.47;[[23395.102]]
0.56;6.47;[[23395.676]]
0.57;6.47;[[23396.262]]
0.58;6.47;[[23396.842]]
0.59;6.47;[[23397.422]]
0.6;6.47;[[23398.008]]
0.61;6.47;[[23398.586]]
0.62;6.47;[[23399.168]]
0.63;6.47;[[23399.748]]
0.64;6.47;[[23400.328]]
0.65;6.47;[[23400.912]]
0.66;6.47;[[23401.494]]
0.67;6.47;[[23402.076]]
0.68;6.47;[[23402.654]]
0.69;6.47;[[23403.238]]
0.7;6.47;[[23403.818]]
0.71;6.47;[[23404.398]]
0.72;6.47;[[23404.982]]
0.73;6.47;[[23405.562]]
0.74;6.47;[[23406.143]]
0.75;6.47;[[23406.723]]
0.76;6.47;[[23407.305]]
0.77;6.47;[[23407.889]]
0.78;6.47;[[23408.47]]
0.79;6.47;[[23409.05]]
0.8;6.47;[[23409.633]]
0.81;6.47;[[23410.215]]
0.82;6.47;[[23410.793]]
0.83;6.47;[[23411.375]]
0.84;6.47;[[23411.957]]
0.85;6.47;[[23412.54]]
0.86;6.47;[[23413.12]]
0.87;6.47;[[23413.701]]
0.88;6.47;[[23414.283]]
0.89;6.47;[[23414.861]]
0.9;6.47;[[23415.447]]
0.91;6.47;[[23416.023]]
0.92;6.47;[[23416.605]]
0.93;6.47;[[23417.191]]
0.94;6.47;[[23417.771]]
0.95;6.47;[[23418.35]]
0.96;6.47;[[23418.934]]
0.97;6.47;[[23419.514]]
0.98;6.47;[[23420.1]]
0.99;6.47;[[23420.684]]
0.01;6.48;[[23406.695]]
0.02;6.48;[[23407.213]]
0.03;6.48;[[23407.795]]
0.04;6.48;[[23408.371]]
0.05;6.48;[[23408.959]]
0.06;6.48;[[23409.541]]
0.07;6.48;[[23410.12]]
0.08;6.48;[[23410.703]]
0.09;6.48;[[23411.283]]
0.1;6.48;[[23411.861]]
0.11;6.48;[[23412.443]]
0.12;6.48;[[23413.027]]
0.13;6.48;[[23413.607]]
0.14;6.48;[[23414.19]]
0.15;6.48;[[23414.771]]
0.16;6.48;[[23415.354]]
0.17;6.48;[[23415.932]]
0.18;6.48;[[23416.518]]
0.19;6.48;[[23417.096]]
0.2;6.48;[[23417.676]]
0.21;6.48;[[23418.26]]
0.22;6.48;[[23418.842]]
0.23;6.48;[[23419.42]]
0.24;6.48;[[23420.006]]
0.25;6.48;[[23420.586]]
0.26;6.48;[[23421.164]]
0.27;6.48;[[23421.748]]
0.28;6.48;[[23422.326]]
0.29;6.48;[[23422.91]]
0.3;6.48;[[23423.49]]
0.31;6.48;[[23424.07]]
0.32;6.48;[[23424.652]]
0.33;6.48;[[23425.238]]
0.34;6.48;[[23425.814]]
0.35;6.48;[[23426.398]]
0.36;6.48;[[23426.979]]
0.37;6.48;[[23427.564]]
0.38;6.48;[[23428.139]]
0.39;6.48;[[23428.723]]
0.4;6.48;[[23429.303]]
0.41;6.48;[[23429.887]]
0.42;6.48;[[23430.467]]
0.43;6.48;[[23431.047]]
0.44;6.48;[[23431.63]]
0.45;6.48;[[23432.21]]
0.46;6.48;[[23432.793]]
0.47;6.48;[[23433.377]]
0.48;6.48;[[23433.955]]
0.49;6.48;[[23434.535]]
0.5;6.48;[[23435.121]]
0.51;6.48;[[23435.7]]
0.52;6.48;[[23436.283]]
0.53;6.48;[[23436.861]]
0.54;6.48;[[23437.445]]
0.55;6.48;[[23438.025]]
0.56;6.48;[[23438.61]]
0.57;6.48;[[23439.186]]
0.58;6.48;[[23439.77]]
0.59;6.48;[[23440.35]]
0.6;6.48;[[23440.932]]
0.61;6.48;[[23441.512]]
0.62;6.48;[[23442.096]]
0.63;6.48;[[23442.674]]
0.64;6.48;[[23443.258]]
0.65;6.48;[[23443.838]]
0.66;6.48;[[23444.424]]
0.67;6.48;[[23445.004]]
0.68;6.48;[[23445.582]]
0.69;6.48;[[23446.164]]
0.7;6.48;[[23446.746]]
0.71;6.48;[[23447.326]]
0.72;6.48;[[23447.906]]
0.73;6.48;[[23448.492]]
0.74;6.48;[[23449.072]]
0.75;6.48;[[23449.652]]
0.76;6.48;[[23450.236]]
0.77;6.48;[[23450.814]]
0.78;6.48;[[23451.396]]
0.79;6.48;[[23451.98]]
0.8;6.48;[[23452.557]]
0.81;6.48;[[23453.139]]
0.82;6.48;[[23453.723]]
0.83;6.48;[[23454.3]]
0.84;6.48;[[23454.885]]
0.85;6.48;[[23455.469]]
0.86;6.48;[[23456.047]]
0.87;6.48;[[23456.63]]
0.88;6.48;[[23457.209]]
0.89;6.48;[[23457.791]]
0.9;6.48;[[23458.373]]
0.91;6.48;[[23458.955]]
0.92;6.48;[[23459.535]]
0.93;6.48;[[23460.117]]
0.94;6.48;[[23460.693]]
0.95;6.48;[[23461.277]]
0.96;6.48;[[23461.86]]
0.97;6.48;[[23462.443]]
0.98;6.48;[[23463.027]]
0.99;6.48;[[23463.613]]
0.01;6.49;[[23449.555]]
0.02;6.49;[[23450.137]]
0.03;6.49;[[23450.723]]
0.04;6.49;[[23451.303]]
0.05;6.49;[[23451.883]]
0.06;6.49;[[23452.463]]
0.07;6.49;[[23453.043]]
0.08;6.49;[[23453.625]]
0.09;6.49;[[23454.21]]
0.1;6.49;[[23454.79]]
0.11;6.49;[[23455.373]]
0.12;6.49;[[23455.953]]
0.13;6.49;[[23456.535]]
0.14;6.49;[[23457.115]]
0.15;6.49;[[23457.697]]
0.16;6.49;[[23458.281]]
0.17;6.49;[[23458.86]]
0.18;6.49;[[23459.441]]
0.19;6.49;[[23460.025]]
0.2;6.49;[[23460.604]]
0.21;6.49;[[23461.188]]
0.22;6.49;[[23461.768]]
0.23;6.49;[[23462.35]]
0.24;6.49;[[23462.932]]
0.25;6.49;[[23463.506]]
0.26;6.49;[[23464.092]]
0.27;6.49;[[23464.674]]
0.28;6.49;[[23465.256]]
0.29;6.49;[[23465.836]]
0.3;6.49;[[23466.414]]
0.31;6.49;[[23467.]]
0.32;6.49;[[23467.576]]
0.33;6.49;[[23468.162]]
0.34;6.49;[[23468.742]]
0.35;6.49;[[23469.326]]
0.36;6.49;[[23469.906]]
0.37;6.49;[[23470.488]]
0.38;6.49;[[23471.068]]
0.39;6.49;[[23471.652]]
0.4;6.49;[[23472.23]]
0.41;6.49;[[23472.81]]
0.42;6.49;[[23473.39]]
0.43;6.49;[[23473.973]]
0.44;6.49;[[23474.555]]
0.45;6.49;[[23475.137]]
0.46;6.49;[[23475.719]]
0.47;6.49;[[23476.299]]
0.48;6.49;[[23476.885]]
0.49;6.49;[[23477.46]]
0.5;6.49;[[23478.045]]
0.51;6.49;[[23478.627]]
0.52;6.49;[[23479.207]]
0.53;6.49;[[23479.793]]
0.54;6.49;[[23480.373]]
0.55;6.49;[[23480.951]]
0.56;6.49;[[23481.533]]
0.57;6.49;[[23482.111]]
0.58;6.49;[[23482.693]]
0.59;6.49;[[23483.275]]
0.6;6.49;[[23483.86]]
0.61;6.49;[[23484.438]]
0.62;6.49;[[23485.021]]
0.63;6.49;[[23485.6]]
0.64;6.49;[[23486.184]]
0.65;6.49;[[23486.766]]
0.66;6.49;[[23487.346]]
0.67;6.49;[[23487.928]]
0.68;6.49;[[23488.51]]
0.69;6.49;[[23489.09]]
0.7;6.49;[[23489.67]]
0.71;6.49;[[23490.254]]
0.72;6.49;[[23490.834]]
0.73;6.49;[[23491.418]]
0.74;6.49;[[23491.996]]
0.75;6.49;[[23492.578]]
0.76;6.49;[[23493.156]]
0.77;6.49;[[23493.742]]
0.78;6.49;[[23494.322]]
0.79;6.49;[[23494.904]]
0.8;6.49;[[23495.486]]
0.81;6.49;[[23496.064]]
0.82;6.49;[[23496.646]]
0.83;6.49;[[23497.232]]
0.84;6.49;[[23497.809]]
0.85;6.49;[[23498.393]]
0.86;6.49;[[23498.973]]
0.87;6.49;[[23499.555]]
0.88;6.49;[[23500.137]]
0.89;6.49;[[23500.715]]
0.9;6.49;[[23501.299]]
0.91;6.49;[[23501.885]]
0.92;6.49;[[23502.463]]
0.93;6.49;[[23503.043]]
0.94;6.49;[[23503.625]]
0.95;6.49;[[23504.203]]
0.96;6.49;[[23504.785]]
0.97;6.49;[[23505.367]]
0.98;6.49;[[23505.951]]
0.99;6.49;[[23506.541]]
0.01;6.5;[[23492.486]]
0.02;6.5;[[23493.066]]
0.03;6.5;[[23493.648]]
0.04;6.5;[[23494.229]]
0.05;6.5;[[23494.814]]
0.06;6.5;[[23495.393]]
0.07;6.5;[[23495.975]]
0.08;6.5;[[23496.557]]
0.09;6.5;[[23497.139]]
0.1;6.5;[[23497.717]]
0.11;6.5;[[23498.3]]
0.12;6.5;[[23498.88]]
0.13;6.5;[[23499.46]]
0.14;6.5;[[23500.041]]
0.15;6.5;[[23500.621]]
0.16;6.5;[[23501.205]]
0.17;6.5;[[23501.785]]
0.18;6.5;[[23502.37]]
0.19;6.5;[[23502.947]]
0.2;6.5;[[23503.53]]
0.21;6.5;[[23504.111]]
0.22;6.5;[[23504.697]]
0.23;6.5;[[23505.273]]
0.24;6.5;[[23505.857]]
0.25;6.5;[[23506.44]]
0.26;6.5;[[23507.023]]
0.27;6.5;[[23507.6]]
0.28;6.5;[[23508.186]]
0.29;6.5;[[23508.762]]
0.3;6.5;[[23509.346]]
0.31;6.5;[[23509.924]]
0.32;6.5;[[23510.508]]
0.33;6.5;[[23511.09]]
0.34;6.5;[[23511.672]]
0.35;6.5;[[23512.252]]
0.36;6.5;[[23512.836]]
0.37;6.5;[[23513.414]]
0.38;6.5;[[23513.994]]
0.39;6.5;[[23514.578]]
0.4;6.5;[[23515.16]]
0.41;6.5;[[23515.74]]
0.42;6.5;[[23516.324]]
0.43;6.5;[[23516.9]]
0.44;6.5;[[23517.482]]
0.45;6.5;[[23518.062]]
0.46;6.5;[[23518.646]]
0.47;6.5;[[23519.229]]
0.48;6.5;[[23519.81]]
0.49;6.5;[[23520.39]]
0.5;6.5;[[23520.97]]
0.51;6.5;[[23521.557]]
0.52;6.5;[[23522.135]]
0.53;6.5;[[23522.719]]
0.54;6.5;[[23523.299]]
0.55;6.5;[[23523.879]]
0.56;6.5;[[23524.457]]
0.57;6.5;[[23525.043]]
0.58;6.5;[[23525.623]]
0.59;6.5;[[23526.203]]
0.6;6.5;[[23526.787]]
0.61;6.5;[[23527.37]]
0.62;6.5;[[23527.947]]
0.63;6.5;[[23528.531]]
0.64;6.5;[[23529.111]]
0.65;6.5;[[23529.693]]
0.66;6.5;[[23530.273]]
0.67;6.5;[[23530.857]]
0.68;6.5;[[23531.434]]
0.69;6.5;[[23532.02]]
0.7;6.5;[[23532.596]]
0.71;6.5;[[23533.182]]
0.72;6.5;[[23533.764]]
0.73;6.5;[[23534.344]]
0.74;6.5;[[23534.922]]
0.75;6.5;[[23535.504]]
0.76;6.5;[[23536.086]]
0.77;6.5;[[23536.67]]
0.78;6.5;[[23537.252]]
0.79;6.5;[[23537.832]]
0.8;6.5;[[23538.412]]
0.81;6.5;[[23538.992]]
0.82;6.5;[[23539.576]]
0.83;6.5;[[23540.156]]
0.84;6.5;[[23540.738]]
0.85;6.5;[[23541.32]]
0.86;6.5;[[23541.902]]
0.87;6.5;[[23542.479]]
0.88;6.5;[[23543.066]]
0.89;6.5;[[23543.648]]
0.9;6.5;[[23544.227]]
0.91;6.5;[[23544.809]]
0.92;6.5;[[23545.39]]
0.93;6.5;[[23545.97]]
0.94;6.5;[[23546.553]]
0.95;6.5;[[23547.135]]
0.96;6.5;[[23547.715]]
0.97;6.5;[[23548.295]]
0.98;6.5;[[23548.88]]
0.99;6.5;[[23549.46]]
0.01;6.51;[[23535.414]]
0.02;6.51;[[23535.998]]
0.03;6.51;[[23536.578]]
0.04;6.51;[[23537.158]]
0.05;6.51;[[23537.738]]
0.06;6.51;[[23538.318]]
0.07;6.51;[[23538.9]]
0.08;6.51;[[23539.486]]
0.09;6.51;[[23540.062]]
0.1;6.51;[[23540.646]]
0.11;6.51;[[23541.227]]
0.12;6.51;[[23541.807]]
0.13;6.51;[[23542.39]]
0.14;6.51;[[23542.97]]
0.15;6.51;[[23543.553]]
0.16;6.51;[[23544.135]]
0.17;6.51;[[23544.717]]
0.18;6.51;[[23545.295]]
0.19;6.51;[[23545.877]]
0.2;6.51;[[23546.46]]
0.21;6.51;[[23547.04]]
0.22;6.51;[[23547.625]]
0.23;6.51;[[23548.207]]
0.24;6.51;[[23548.785]]
0.25;6.51;[[23549.365]]
0.26;6.51;[[23549.95]]
0.27;6.51;[[23550.527]]
0.28;6.51;[[23551.113]]
0.29;6.51;[[23551.693]]
0.3;6.51;[[23552.275]]
0.31;6.51;[[23552.854]]
0.32;6.51;[[23553.436]]
0.33;6.51;[[23554.018]]
0.34;6.51;[[23554.6]]
0.35;6.51;[[23555.188]]
0.36;6.51;[[23555.764]]
0.37;6.51;[[23556.344]]
0.38;6.51;[[23556.922]]
0.39;6.51;[[23557.504]]
0.4;6.51;[[23558.084]]
0.41;6.51;[[23558.668]]
0.42;6.51;[[23559.248]]
0.43;6.51;[[23559.828]]
0.44;6.51;[[23560.41]]
0.45;6.51;[[23560.992]]
0.46;6.51;[[23561.576]]
0.47;6.51;[[23562.158]]
0.48;6.51;[[23562.742]]
0.49;6.51;[[23563.318]]
0.5;6.51;[[23563.898]]
0.51;6.51;[[23564.482]]
0.52;6.51;[[23565.064]]
0.53;6.51;[[23565.645]]
0.54;6.51;[[23566.227]]
0.55;6.51;[[23566.809]]
0.56;6.51;[[23567.387]]
0.57;6.51;[[23567.973]]
0.58;6.51;[[23568.553]]
0.59;6.51;[[23569.133]]
0.6;6.51;[[23569.717]]
0.61;6.51;[[23570.295]]
0.62;6.51;[[23570.877]]
0.63;6.51;[[23571.459]]
0.64;6.51;[[23572.041]]
0.65;6.51;[[23572.621]]
0.66;6.51;[[23573.203]]
0.67;6.51;[[23573.785]]
0.68;6.51;[[23574.363]]
0.69;6.51;[[23574.947]]
0.7;6.51;[[23575.527]]
0.71;6.51;[[23576.107]]
0.72;6.51;[[23576.691]]
0.73;6.51;[[23577.273]]
0.74;6.51;[[23577.852]]
0.75;6.51;[[23578.436]]
0.76;6.51;[[23579.016]]
0.77;6.51;[[23579.596]]
0.78;6.51;[[23580.182]]
0.79;6.51;[[23580.76]]
0.8;6.51;[[23581.342]]
0.81;6.51;[[23581.922]]
0.82;6.51;[[23582.502]]
0.83;6.51;[[23583.086]]
0.84;6.51;[[23583.67]]
0.85;6.51;[[23584.248]]
0.86;6.51;[[23584.83]]
0.87;6.51;[[23585.414]]
0.88;6.51;[[23585.994]]
0.89;6.51;[[23586.574]]
0.9;6.51;[[23587.158]]
0.91;6.51;[[23587.736]]
0.92;6.51;[[23588.318]]
0.93;6.51;[[23588.898]]
0.94;6.51;[[23589.479]]
0.95;6.51;[[23590.062]]
0.96;6.51;[[23590.639]]
0.97;6.51;[[23591.223]]
0.98;6.51;[[23591.807]]
0.99;6.51;[[23592.395]]
0.01;6.52;[[23578.34]]
0.02;6.52;[[23578.92]]
0.03;6.52;[[23579.504]]
0.04;6.52;[[23580.082]]
0.05;6.52;[[23580.666]]
0.06;6.52;[[23581.25]]
0.07;6.52;[[23581.826]]
0.08;6.52;[[23582.412]]
0.09;6.52;[[23582.992]]
0.1;6.52;[[23583.572]]
0.11;6.52;[[23584.154]]
0.12;6.52;[[23584.732]]
0.13;6.52;[[23585.312]]
0.14;6.52;[[23585.896]]
0.15;6.52;[[23586.482]]
0.16;6.52;[[23587.059]]
0.17;6.52;[[23587.643]]
0.18;6.52;[[23588.225]]
0.19;6.52;[[23588.8]]
0.2;6.52;[[23589.389]]
0.21;6.52;[[23589.969]]
0.22;6.52;[[23590.55]]
0.23;6.52;[[23591.13]]
0.24;6.52;[[23591.709]]
0.25;6.52;[[23592.29]]
0.26;6.52;[[23592.875]]
0.27;6.52;[[23593.455]]
0.28;6.52;[[23594.037]]
0.29;6.52;[[23594.62]]
0.3;6.52;[[23595.195]]
0.31;6.52;[[23595.781]]
0.32;6.52;[[23596.36]]
0.33;6.52;[[23596.941]]
0.34;6.52;[[23597.523]]
0.35;6.52;[[23598.111]]
0.36;6.52;[[23598.686]]
0.37;6.52;[[23599.27]]
0.38;6.52;[[23599.85]]
0.39;6.52;[[23600.432]]
0.4;6.52;[[23601.014]]
0.41;6.52;[[23601.596]]
0.42;6.52;[[23602.174]]
0.43;6.52;[[23602.756]]
0.44;6.52;[[23603.338]]
0.45;6.52;[[23603.92]]
0.46;6.52;[[23604.5]]
0.47;6.52;[[23605.082]]
0.48;6.52;[[23605.664]]
0.49;6.52;[[23606.244]]
0.5;6.52;[[23606.826]]
0.51;6.52;[[23607.408]]
0.52;6.52;[[23607.99]]
0.53;6.52;[[23608.572]]
0.54;6.52;[[23609.154]]
0.55;6.52;[[23609.729]]
0.56;6.52;[[23610.31]]
0.57;6.52;[[23610.895]]
0.58;6.52;[[23611.477]]
0.59;6.52;[[23612.06]]
0.6;6.52;[[23612.643]]
0.61;6.52;[[23613.219]]
0.62;6.52;[[23613.8]]
0.63;6.52;[[23614.385]]
0.64;6.52;[[23614.967]]
0.65;6.52;[[23615.547]]
0.66;6.52;[[23616.129]]
0.67;6.52;[[23616.71]]
0.68;6.52;[[23617.291]]
0.69;6.52;[[23617.867]]
0.7;6.52;[[23618.453]]
0.71;6.52;[[23619.035]]
0.72;6.52;[[23619.617]]
0.73;6.52;[[23620.195]]
0.74;6.52;[[23620.78]]
0.75;6.52;[[23621.361]]
0.76;6.52;[[23621.941]]
0.77;6.52;[[23622.527]]
0.78;6.52;[[23623.105]]
0.79;6.52;[[23623.69]]
0.8;6.52;[[23624.266]]
0.81;6.52;[[23624.848]]
0.82;6.52;[[23625.43]]
0.83;6.52;[[23626.012]]
0.84;6.52;[[23626.592]]
0.85;6.52;[[23627.176]]
0.86;6.52;[[23627.756]]
0.87;6.52;[[23628.338]]
0.88;6.52;[[23628.916]]
0.89;6.52;[[23629.5]]
0.9;6.52;[[23630.082]]
0.91;6.52;[[23630.662]]
0.92;6.52;[[23631.242]]
0.93;6.52;[[23631.826]]
0.94;6.52;[[23632.406]]
0.95;6.52;[[23632.982]]
0.96;6.52;[[23633.568]]
0.97;6.52;[[23634.15]]
0.98;6.52;[[23634.732]]
0.99;6.52;[[23635.318]]
0.01;6.53;[[23621.27]]
0.02;6.53;[[23621.852]]
0.03;6.53;[[23622.434]]
0.04;6.53;[[23623.016]]
0.05;6.53;[[23623.594]]
0.06;6.53;[[23624.174]]
0.07;6.53;[[23624.76]]
0.08;6.53;[[23625.34]]
0.09;6.53;[[23625.922]]
0.1;6.53;[[23626.502]]
0.11;6.53;[[23627.08]]
0.12;6.53;[[23627.662]]
0.13;6.53;[[23628.242]]
0.14;6.53;[[23628.828]]
0.15;6.53;[[23629.408]]
0.16;6.53;[[23629.992]]
0.17;6.53;[[23630.57]]
0.18;6.53;[[23631.15]]
0.19;6.53;[[23631.732]]
0.2;6.53;[[23632.314]]
0.21;6.53;[[23632.896]]
0.22;6.53;[[23633.479]]
0.23;6.53;[[23634.059]]
0.24;6.53;[[23634.639]]
0.25;6.53;[[23635.22]]
0.26;6.53;[[23635.8]]
0.27;6.53;[[23636.387]]
0.28;6.53;[[23636.965]]
0.29;6.53;[[23637.547]]
0.3;6.53;[[23638.127]]
0.31;6.53;[[23638.705]]
0.32;6.53;[[23639.29]]
0.33;6.53;[[23639.873]]
0.34;6.53;[[23640.455]]
0.35;6.53;[[23641.037]]
0.36;6.53;[[23641.615]]
0.37;6.53;[[23642.193]]
0.38;6.53;[[23642.78]]
0.39;6.53;[[23643.363]]
0.4;6.53;[[23643.941]]
0.41;6.53;[[23644.521]]
0.42;6.53;[[23645.1]]
0.43;6.53;[[23645.684]]
0.44;6.53;[[23646.266]]
0.45;6.53;[[23646.848]]
