stars;acc;pp
0.01;0.01;[[2.3253818]]
0.02;0.01;[[2.261993]]
0.03;0.01;[[2.198591]]
0.04;0.01;[[2.2224236]]
0.05;0.01;[[2.2585163]]
0.06;0.01;[[2.294608]]
0.07;0.01;[[2.330707]]
0.08;0.01;[[2.366797]]
0.09;0.01;[[2.4028893]]
0.1;0.01;[[2.4389868]]
0.11;0.01;[[2.475082]]
0.12;0.01;[[2.5111732]]
0.13;0.01;[[2.5472698]]
0.14;0.01;[[2.583364]]
0.15;0.01;[[2.619458]]
0.16;0.01;[[2.6555574]]
0.17;0.01;[[2.69165]]
0.18;0.01;[[2.727742]]
0.19;0.01;[[2.7638354]]
0.2;0.01;[[2.813028]]
0.21;0.01;[[2.8771405]]
0.22;0.01;[[2.9412613]]
0.23;0.01;[[3.0053747]]
0.24;0.01;[[3.0694885]]
0.25;0.01;[[3.1336093]]
0.26;0.01;[[3.1977253]]
0.27;0.01;[[3.2618403]]
0.28;0.01;[[3.3259597]]
0.29;0.01;[[3.3900752]]
0.3;0.01;[[3.3916764]]
0.31;0.01;[[3.3882318]]
0.32;0.01;[[3.3847947]]
0.33;0.01;[[3.381342]]
0.34;0.01;[[3.3778985]]
0.35;0.01;[[3.374454]]
0.36;0.01;[[3.3710098]]
0.37;0.01;[[3.3675604]]
0.38;0.01;[[3.3641205]]
0.39;0.01;[[3.3606703]]
0.4;0.01;[[3.3572273]]
0.41;0.01;[[3.3537836]]
0.42;0.01;[[3.3503375]]
0.43;0.01;[[3.3468919]]
0.44;0.01;[[3.3434439]]
0.45;0.01;[[3.3400013]]
0.46;0.01;[[3.3365543]]
0.47;0.01;[[3.3331091]]
0.48;0.01;[[3.3296633]]
0.49;0.01;[[3.3282065]]
0.5;0.01;[[3.3282785]]
0.51;0.01;[[3.32835]]
0.52;0.01;[[3.32842]]
0.53;0.01;[[3.3284926]]
0.54;0.01;[[3.3285675]]
0.55;0.01;[[3.3286395]]
0.56;0.01;[[3.3287048]]
0.57;0.01;[[3.3287802]]
0.58;0.01;[[3.3288543]]
0.59;0.01;[[3.3289254]]
0.6;0.01;[[3.3289955]]
0.61;0.01;[[3.329069]]
0.62;0.01;[[3.3291392]]
0.63;0.01;[[3.3292115]]
0.64;0.01;[[3.329283]]
0.65;0.01;[[3.3293502]]
0.66;0.01;[[3.3294296]]
0.67;0.01;[[3.3294957]]
0.68;0.01;[[3.3295739]]
0.69;0.01;[[3.3296368]]
0.7;0.01;[[3.3297148]]
0.71;0.01;[[3.3297818]]
0.72;0.01;[[3.3298576]]
0.73;0.01;[[3.3299303]]
0.74;0.01;[[3.3299973]]
0.75;0.01;[[3.3300693]]
0.76;0.01;[[3.372201]]
0.77;0.01;[[3.459526]]
0.78;0.01;[[3.5468414]]
0.79;0.01;[[3.63416]]
0.8;0.01;[[3.7214744]]
0.81;0.01;[[3.8087978]]
0.82;0.01;[[3.8961203]]
0.83;0.01;[[3.9834383]]
0.84;0.01;[[4.070759]]
0.85;0.01;[[4.1580734]]
0.86;0.01;[[4.245393]]
0.87;0.01;[[4.3327103]]
0.88;0.01;[[4.420033]]
0.89;0.01;[[4.507353]]
0.9;0.01;[[4.5946712]]
0.91;0.01;[[4.681995]]
0.92;0.01;[[4.7693043]]
0.93;0.01;[[4.8566313]]
0.94;0.01;[[4.9439416]]
0.95;0.01;[[5.031266]]
0.96;0.01;[[5.1185846]]
0.97;0.01;[[5.2059]]
0.98;0.01;[[5.293223]]
0.99;0.01;[[5.3805423]]
0.01;0.02;[[2.4550476]]
0.02;0.02;[[2.3914008]]
0.03;0.02;[[2.3280072]]
0.04;0.02;[[2.2646186]]
0.05;0.02;[[2.2012272]]
0.06;0.02;[[2.2209275]]
0.07;0.02;[[2.2570195]]
0.08;0.02;[[2.2931185]]
0.09;0.02;[[2.3292077]]
0.1;0.02;[[2.3653045]]
0.11;0.02;[[2.4013972]]
0.12;0.02;[[2.4374888]]
0.13;0.02;[[2.473579]]
0.14;0.02;[[2.5096803]]
0.15;0.02;[[2.5457783]]
0.16;0.02;[[2.5818663]]
0.17;0.02;[[2.6179597]]
0.18;0.02;[[2.6540568]]
0.19;0.02;[[2.6901488]]
0.2;0.02;[[2.7262444]]
0.21;0.02;[[2.7623453]]
0.22;0.02;[[2.810367]]
0.23;0.02;[[2.8744874]]
0.24;0.02;[[2.9386091]]
0.25;0.02;[[3.002712]]
0.26;0.02;[[3.0668395]]
0.27;0.02;[[3.1309533]]
0.28;0.02;[[3.1950655]]
0.29;0.02;[[3.2591848]]
0.3;0.02;[[3.3233025]]
0.31;0.02;[[3.3874168]]
0.32;0.02;[[3.3918235]]
0.33;0.02;[[3.388379]]
0.34;0.02;[[3.3849368]]
0.35;0.02;[[3.3814898]]
0.36;0.02;[[3.378043]]
0.37;0.02;[[3.3745956]]
0.38;0.02;[[3.3711505]]
0.39;0.02;[[3.3677075]]
0.4;0.02;[[3.3642578]]
0.41;0.02;[[3.360814]]
0.42;0.02;[[3.3573718]]
0.43;0.02;[[3.353927]]
0.44;0.02;[[3.3504777]]
0.45;0.02;[[3.3470373]]
0.46;0.02;[[3.3435874]]
0.47;0.02;[[3.3401413]]
0.48;0.02;[[3.3366973]]
0.49;0.02;[[3.333252]]
0.5;0.02;[[3.3298054]]
0.51;0.02;[[3.3282027]]
0.52;0.02;[[3.328277]]
0.53;0.02;[[3.3283465]]
0.54;0.02;[[3.3284206]]
0.55;0.02;[[3.3284888]]
0.56;0.02;[[3.3285637]]
0.57;0.02;[[3.3286324]]
0.58;0.02;[[3.3287084]]
0.59;0.02;[[3.3287795]]
0.6;0.02;[[3.3288527]]
0.61;0.02;[[3.3289185]]
0.62;0.02;[[3.3289964]]
0.63;0.02;[[3.3290672]]
0.64;0.02;[[3.3291364]]
0.65;0.02;[[3.3292105]]
0.66;0.02;[[3.3292768]]
0.67;0.02;[[3.329352]]
0.68;0.02;[[3.3294182]]
0.69;0.02;[[3.3294957]]
0.7;0.02;[[3.3295624]]
0.71;0.02;[[3.3296406]]
0.72;0.02;[[3.3297098]]
0.73;0.02;[[3.3297794]]
0.74;0.02;[[3.3298535]]
0.75;0.02;[[3.3299263]]
0.76;0.02;[[3.3299987]]
0.77;0.02;[[3.3300722]]
0.78;0.02;[[3.3685818]]
0.79;0.02;[[3.4559088]]
0.8;0.02;[[3.5432253]]
0.81;0.02;[[3.6305454]]
0.82;0.02;[[3.7178648]]
0.83;0.02;[[3.8051815]]
0.84;0.02;[[3.892496]]
0.85;0.02;[[3.9798214]]
0.86;0.02;[[4.0671396]]
0.87;0.02;[[4.1544576]]
0.88;0.02;[[4.2417793]]
0.89;0.02;[[4.3290954]]
0.9;0.02;[[4.4164195]]
0.91;0.02;[[4.5037336]]
0.92;0.02;[[4.5910535]]
0.93;0.02;[[4.6783676]]
0.94;0.02;[[4.7656927]]
0.95;0.02;[[4.8530054]]
0.96;0.02;[[4.9403286]]
0.97;0.02;[[5.0276504]]
0.98;0.02;[[5.114966]]
0.99;0.02;[[5.2022886]]
0.01;0.03;[[2.58502]]
0.02;0.03;[[2.5209405]]
0.03;0.03;[[2.4574256]]
0.04;0.03;[[2.3940253]]
0.05;0.03;[[2.330634]]
0.06;0.03;[[2.2672396]]
0.07;0.03;[[2.2038522]]
0.08;0.03;[[2.219429]]
0.09;0.03;[[2.2555242]]
0.1;0.03;[[2.2916179]]
0.11;0.03;[[2.3277116]]
0.12;0.03;[[2.363805]]
0.13;0.03;[[2.399906]]
0.14;0.03;[[2.435995]]
0.15;0.03;[[2.4720907]]
0.16;0.03;[[2.5081887]]
0.17;0.03;[[2.5442743]]
0.18;0.03;[[2.5803738]]
0.19;0.03;[[2.6164658]]
0.2;0.03;[[2.652563]]
0.21;0.03;[[2.6886532]]
0.22;0.03;[[2.7247553]]
0.23;0.03;[[2.760846]]
0.24;0.03;[[2.8077116]]
0.25;0.03;[[2.871829]]
0.26;0.03;[[2.9359426]]
0.27;0.03;[[3.0000634]]
0.28;0.03;[[3.0641794]]
0.29;0.03;[[3.1282973]]
0.3;0.03;[[3.1924167]]
0.31;0.03;[[3.256528]]
0.32;0.03;[[3.3206449]]
0.33;0.03;[[3.3847604]]
0.34;0.03;[[3.3919635]]
0.35;0.03;[[3.3885238]]
0.36;0.03;[[3.3850749]]
0.37;0.03;[[3.3816361]]
0.38;0.03;[[3.3781843]]
0.39;0.03;[[3.3747358]]
0.4;0.03;[[3.371292]]
0.41;0.03;[[3.3678455]]
0.42;0.03;[[3.364402]]
0.43;0.03;[[3.3609548]]
0.44;0.03;[[3.3575141]]
0.45;0.03;[[3.3540652]]
0.46;0.03;[[3.3506222]]
0.47;0.03;[[3.347175]]
0.48;0.03;[[3.3437326]]
0.49;0.03;[[3.3402853]]
0.5;0.03;[[3.3368428]]
0.51;0.03;[[3.3333952]]
0.52;0.03;[[3.3299503]]
0.53;0.03;[[3.3282022]]
0.54;0.03;[[3.328271]]
0.55;0.03;[[3.3283448]]
0.56;0.03;[[3.3284128]]
0.57;0.03;[[3.3284879]]
0.58;0.03;[[3.3285596]]
0.59;0.03;[[3.3286343]]
0.6;0.03;[[3.328704]]
0.61;0.03;[[3.3287723]]
0.62;0.03;[[3.328843]]
0.63;0.03;[[3.3289194]]
0.64;0.03;[[3.3289897]]
0.65;0.03;[[3.3290644]]
0.66;0.03;[[3.3291354]]
0.67;0.03;[[3.3292072]]
0.68;0.03;[[3.3292785]]
0.69;0.03;[[3.3293493]]
0.7;0.03;[[3.329417]]
0.71;0.03;[[3.3294904]]
0.72;0.03;[[3.3295634]]
0.73;0.03;[[3.3296356]]
0.74;0.03;[[3.3297088]]
0.75;0.03;[[3.3297758]]
0.76;0.03;[[3.3298512]]
0.77;0.03;[[3.3299196]]
0.78;0.03;[[3.3299968]]
0.79;0.03;[[3.3300638]]
0.8;0.03;[[3.3649707]]
0.81;0.03;[[3.452284]]
0.82;0.03;[[3.5396113]]
0.83;0.03;[[3.626925]]
0.84;0.03;[[3.7142463]]
0.85;0.03;[[3.8015585]]
0.86;0.03;[[3.8888848]]
0.87;0.03;[[3.9762082]]
0.88;0.03;[[4.0635195]]
0.89;0.03;[[4.1508436]]
0.9;0.03;[[4.2381535]]
0.91;0.03;[[4.3254776]]
0.92;0.03;[[4.412797]]
0.93;0.03;[[4.5001183]]
0.94;0.03;[[4.58743]]
0.95;0.03;[[4.674757]]
0.96;0.03;[[4.762079]]
0.97;0.03;[[4.849388]]
0.98;0.03;[[4.936714]]
0.99;0.03;[[5.0240307]]
0.01;0.04;[[2.714963]]
0.02;0.04;[[2.650766]]
0.03;0.04;[[2.5869522]]
0.04;0.04;[[2.5234356]]
0.05;0.04;[[2.4600368]]
0.06;0.04;[[2.3966517]]
0.07;0.04;[[2.3332577]]
0.08;0.04;[[2.2698646]]
0.09;0.04;[[2.2064698]]
0.1;0.04;[[2.217939]]
0.11;0.04;[[2.2540247]]
0.12;0.04;[[2.2901206]]
0.13;0.04;[[2.3262196]]
0.14;0.04;[[2.3623133]]
0.15;0.04;[[2.3984058]]
0.16;0.04;[[2.434501]]
0.17;0.04;[[2.4705977]]
0.18;0.04;[[2.5066857]]
0.19;0.04;[[2.5427873]]
0.2;0.04;[[2.5788834]]
0.21;0.04;[[2.6149724]]
0.22;0.04;[[2.6510677]]
0.23;0.04;[[2.6871624]]
0.24;0.04;[[2.723255]]
0.25;0.04;[[2.7593455]]
0.26;0.04;[[2.8050632]]
0.27;0.04;[[2.8691666]]
0.28;0.04;[[2.9332929]]
0.29;0.04;[[2.9974155]]
0.3;0.04;[[3.061518]]
0.31;0.04;[[3.12564]]
0.32;0.04;[[3.1897602]]
0.33;0.04;[[3.2538757]]
0.34;0.04;[[3.3179853]]
0.35;0.04;[[3.3821087]]
0.36;0.04;[[3.392106]]
0.37;0.04;[[3.388661]]
0.38;0.04;[[3.3852217]]
0.39;0.04;[[3.3817697]]
0.4;0.04;[[3.3783276]]
0.41;0.04;[[3.3748827]]
0.42;0.04;[[3.3714378]]
0.43;0.04;[[3.367989]]
0.44;0.04;[[3.36455]]
0.45;0.04;[[3.3611012]]
0.46;0.04;[[3.357658]]
0.47;0.04;[[3.3542097]]
0.48;0.04;[[3.3507607]]
0.49;0.04;[[3.347319]]
0.5;0.04;[[3.3438745]]
0.51;0.04;[[3.3404305]]
0.52;0.04;[[3.3369794]]
0.53;0.04;[[3.3335397]]
0.54;0.04;[[3.3300893]]
0.55;0.04;[[3.3281994]]
0.56;0.04;[[3.3282692]]
0.57;0.04;[[3.3283443]]
0.58;0.04;[[3.3284097]]
0.59;0.04;[[3.328487]]
0.6;0.04;[[3.328555]]
0.61;0.04;[[3.328626]]
0.62;0.04;[[3.3287017]]
0.63;0.04;[[3.3287687]]
0.64;0.04;[[3.3288457]]
0.65;0.04;[[3.328913]]
0.66;0.04;[[3.3289888]]
0.67;0.04;[[3.329056]]
0.68;0.04;[[3.3291328]]
0.69;0.04;[[3.329198]]
0.7;0.04;[[3.329277]]
0.71;0.04;[[3.329346]]
0.72;0.04;[[3.3294177]]
0.73;0.04;[[3.3294892]]
0.74;0.04;[[3.3295617]]
0.75;0.04;[[3.3296306]]
0.76;0.04;[[3.3297067]]
0.77;0.04;[[3.3297753]]
0.78;0.04;[[3.3298447]]
0.79;0.04;[[3.329922]]
0.8;0.04;[[3.3299878]]
0.81;0.04;[[3.3300629]]
0.82;0.04;[[3.3613496]]
0.83;0.04;[[3.4486697]]
0.84;0.04;[[3.5359879]]
0.85;0.04;[[3.62331]]
0.86;0.04;[[3.710631]]
0.87;0.04;[[3.7979486]]
0.88;0.04;[[3.8852706]]
0.89;0.04;[[3.9725811]]
0.9;0.04;[[4.059905]]
0.91;0.04;[[4.1472206]]
0.92;0.04;[[4.234544]]
0.93;0.04;[[4.321856]]
0.94;0.04;[[4.4091797]]
0.95;0.04;[[4.496503]]
0.96;0.04;[[4.5838246]]
0.97;0.04;[[4.671141]]
0.98;0.04;[[4.758456]]
0.99;0.04;[[4.845779]]
0.01;0.05;[[2.844913]]
0.02;0.05;[[2.7807202]]
0.03;0.05;[[2.7166016]]
0.04;0.05;[[2.6529453]]
0.05;0.05;[[2.5894537]]
0.06;0.05;[[2.5260663]]
0.07;0.05;[[2.4626663]]
0.08;0.05;[[2.3992727]]
0.09;0.05;[[2.3358858]]
0.1;0.05;[[2.2724876]]
0.11;0.05;[[2.2091036]]
0.12;0.05;[[2.216437]]
0.13;0.05;[[2.2525349]]
0.14;0.05;[[2.2886283]]
0.15;0.05;[[2.3247244]]
0.16;0.05;[[2.3608162]]
0.17;0.05;[[2.396908]]
0.18;0.05;[[2.433004]]
0.19;0.05;[[2.4691005]]
0.2;0.05;[[2.5051942]]
0.21;0.05;[[2.5412946]]
0.22;0.05;[[2.5773845]]
0.23;0.05;[[2.6134822]]
0.24;0.05;[[2.6495702]]
0.25;0.05;[[2.6856666]]
0.26;0.05;[[2.7217612]]
0.27;0.05;[[2.7578607]]
0.28;0.05;[[2.8024087]]
0.29;0.05;[[2.8665164]]
0.3;0.05;[[2.9306362]]
0.31;0.05;[[2.9947479]]
0.32;0.05;[[3.0588732]]
0.33;0.05;[[3.122982]]
0.34;0.05;[[3.1871004]]
0.35;0.05;[[3.2512186]]
0.36;0.05;[[3.3153343]]
0.37;0.05;[[3.3794527]]
0.38;0.05;[[3.39225]]
0.39;0.05;[[3.3888097]]
0.4;0.05;[[3.3853548]]
0.41;0.05;[[3.3819141]]
0.42;0.05;[[3.3784695]]
0.43;0.05;[[3.3750238]]
0.44;0.05;[[3.3715775]]
0.45;0.05;[[3.3681362]]
0.46;0.05;[[3.3646817]]
0.47;0.05;[[3.3612423]]
0.48;0.05;[[3.3577979]]
0.49;0.05;[[3.3543532]]
0.5;0.05;[[3.3509057]]
0.51;0.05;[[3.3474634]]
0.52;0.05;[[3.3440192]]
0.53;0.05;[[3.340565]]
0.54;0.05;[[3.3371272]]
0.55;0.05;[[3.3336751]]
0.56;0.05;[[3.3302343]]
0.57;0.05;[[3.3281937]]
0.58;0.05;[[3.3282685]]
0.59;0.05;[[3.328336]]
0.6;0.05;[[3.328413]]
0.61;0.05;[[3.3284793]]
0.62;0.05;[[3.3285525]]
0.63;0.05;[[3.328625]]
0.64;0.05;[[3.328698]]
0.65;0.05;[[3.3287714]]
0.66;0.05;[[3.3288445]]
0.67;0.05;[[3.32891]]
0.68;0.05;[[3.3289845]]
0.69;0.05;[[3.3290582]]
0.7;0.05;[[3.3291237]]
0.71;0.05;[[3.3292003]]
0.72;0.05;[[3.329272]]
0.73;0.05;[[3.3293412]]
0.74;0.05;[[3.3294146]]
0.75;0.05;[[3.3294854]]
0.76;0.05;[[3.3295555]]
0.77;0.05;[[3.3296313]]
0.78;0.05;[[3.3297]]
0.79;0.05;[[3.3297737]]
0.8;0.05;[[3.329841]]
0.81;0.05;[[3.329916]]
0.82;0.05;[[3.3299897]]
0.83;0.05;[[3.3300636]]
0.84;0.05;[[3.357729]]
0.85;0.05;[[3.4450536]]
0.86;0.05;[[3.532369]]
0.87;0.05;[[3.6196933]]
0.88;0.05;[[3.7070098]]
0.89;0.05;[[3.7943263]]
0.9;0.05;[[3.8816473]]
0.91;0.05;[[3.9689734]]
0.92;0.05;[[4.056285]]
0.93;0.05;[[4.143608]]
0.94;0.05;[[4.2309284]]
0.95;0.05;[[4.318242]]
0.96;0.05;[[4.4055643]]
0.97;0.05;[[4.492882]]
0.98;0.05;[[4.580204]]
0.99;0.05;[[4.6675234]]
0.01;0.06;[[2.9748626]]
0.02;0.06;[[2.910676]]
0.03;0.06;[[2.8464472]]
0.04;0.06;[[2.7825284]]
0.05;0.06;[[2.7189589]]
0.06;0.06;[[2.6554708]]
0.07;0.06;[[2.5920858]]
0.08;0.06;[[2.52869]]
0.09;0.06;[[2.4652998]]
0.1;0.06;[[2.4019022]]
0.11;0.06;[[2.3385031]]
0.12;0.06;[[2.275114]]
0.13;0.06;[[2.2117224]]
0.14;0.06;[[2.2149448]]
0.15;0.06;[[2.2510374]]
0.16;0.06;[[2.2871323]]
0.17;0.06;[[2.3232276]]
0.18;0.06;[[2.359322]]
0.19;0.06;[[2.3954186]]
0.2;0.06;[[2.4315097]]
0.21;0.06;[[2.4676013]]
0.22;0.06;[[2.5037026]]
0.23;0.06;[[2.5397918]]
0.24;0.06;[[2.5758867]]
0.25;0.06;[[2.6119876]]
0.26;0.06;[[2.6480725]]
0.27;0.06;[[2.6841722]]
0.28;0.06;[[2.7202682]]
0.29;0.06;[[2.7563589]]
0.3;0.06;[[2.799746]]
0.31;0.06;[[2.8638659]]
0.32;0.06;[[2.9279742]]
0.33;0.06;[[2.9920976]]
0.34;0.06;[[3.0562174]]
0.35;0.06;[[3.1203237]]
0.36;0.06;[[3.1844478]]
0.37;0.06;[[3.248561]]
0.38;0.06;[[3.3126748]]
0.39;0.06;[[3.3767896]]
0.4;0.06;[[3.3923967]]
0.41;0.06;[[3.3889508]]
0.42;0.06;[[3.3855007]]
0.43;0.06;[[3.3820615]]
0.44;0.06;[[3.3786101]]
0.45;0.06;[[3.3751657]]
0.46;0.06;[[3.3717232]]
0.47;0.06;[[3.3682742]]
0.48;0.06;[[3.3648295]]
0.49;0.06;[[3.3613825]]
0.5;0.06;[[3.357945]]
0.51;0.06;[[3.3544936]]
0.52;0.06;[[3.3510547]]
0.53;0.06;[[3.3476052]]
0.54;0.06;[[3.3441608]]
0.55;0.06;[[3.3407114]]
0.56;0.06;[[3.3372712]]
0.57;0.06;[[3.3338194]]
0.58;0.06;[[3.330379]]
0.59;0.06;[[3.3281908]]
0.6;0.06;[[3.3282602]]
0.61;0.06;[[3.3283348]]
0.62;0.06;[[3.3284047]]
0.63;0.06;[[3.3284788]]
0.64;0.06;[[3.3285463]]
0.65;0.06;[[3.3286252]]
0.66;0.06;[[3.3286936]]
0.67;0.06;[[3.3287656]]
0.68;0.06;[[3.328836]]
0.69;0.06;[[3.3289137]]
0.7;0.06;[[3.3289795]]
0.71;0.06;[[3.3290534]]
0.72;0.06;[[3.329126]]
0.73;0.06;[[3.3291955]]
0.74;0.06;[[3.3292687]]
0.75;0.06;[[3.3293371]]
0.76;0.06;[[3.3294098]]
0.77;0.06;[[3.3294804]]
0.78;0.06;[[3.3295562]]
0.79;0.06;[[3.3296251]]
0.8;0.06;[[3.3297]]
0.81;0.06;[[3.3297706]]
0.82;0.06;[[3.3298397]]
0.83;0.06;[[3.329911]]
0.84;0.06;[[3.3299866]]
0.85;0.06;[[3.330056]]
0.86;0.06;[[3.3541193]]
0.87;0.06;[[3.4414392]]
0.88;0.06;[[3.528757]]
0.89;0.06;[[3.6160727]]
0.9;0.06;[[3.7033908]]
0.91;0.06;[[3.7907143]]
0.92;0.06;[[3.878032]]
0.93;0.06;[[3.9653525]]
0.94;0.06;[[4.0526667]]
0.95;0.06;[[4.13999]]
0.96;0.06;[[4.2273054]]
0.97;0.06;[[4.3146286]]
0.98;0.06;[[4.401948]]
0.99;0.06;[[4.4892664]]
0.01;0.07;[[3.123408]]
0.02;0.07;[[3.0406222]]
0.03;0.07;[[2.9763968]]
0.04;0.07;[[2.9122927]]
0.05;0.07;[[2.8485262]]
0.06;0.07;[[2.7849379]]
0.07;0.07;[[2.7214904]]
0.08;0.07;[[2.6580982]]
0.09;0.07;[[2.5947084]]
0.1;0.07;[[2.531317]]
0.11;0.07;[[2.4679246]]
0.12;0.07;[[2.4045339]]
0.13;0.07;[[2.3411348]]
0.14;0.07;[[2.2777562]]
0.15;0.07;[[2.2143555]]
0.16;0.07;[[2.2134473]]
0.17;0.07;[[2.2495391]]
0.18;0.07;[[2.2856367]]
0.19;0.07;[[2.3217297]]
0.2;0.07;[[2.3578253]]
0.21;0.07;[[2.3939142]]
0.22;0.07;[[2.4300158]]
0.23;0.07;[[2.4661112]]
0.24;0.07;[[2.5022037]]
0.25;0.07;[[2.5382986]]
0.26;0.07;[[2.5743937]]
0.27;0.07;[[2.6104867]]
0.28;0.07;[[2.646579]]
0.29;0.07;[[2.6826782]]
0.3;0.07;[[2.7187705]]
0.31;0.07;[[2.7548652]]
0.32;0.07;[[2.797089]]
0.33;0.07;[[2.8612094]]
0.34;0.07;[[2.9253216]]
0.35;0.07;[[2.9894423]]
0.36;0.07;[[3.0535502]]
0.37;0.07;[[3.117672]]
0.38;0.07;[[3.1817899]]
0.39;0.07;[[3.245902]]
0.4;0.07;[[3.3100178]]
0.41;0.07;[[3.374137]]
0.42;0.07;[[3.3925395]]
0.43;0.07;[[3.3890877]]
0.44;0.07;[[3.3856504]]
0.45;0.07;[[3.3822017]]
0.46;0.07;[[3.3787594]]
0.47;0.07;[[3.3753088]]
0.48;0.07;[[3.3718677]]
0.49;0.07;[[3.3684192]]
0.5;0.07;[[3.3649702]]
0.51;0.07;[[3.3615303]]
0.52;0.07;[[3.35808]]
0.53;0.07;[[3.3546414]]
0.54;0.07;[[3.3511877]]
0.55;0.07;[[3.3477464]]
0.56;0.07;[[3.3443]]
0.57;0.07;[[3.3408594]]
0.58;0.07;[[3.3374078]]
0.59;0.07;[[3.333966]]
0.6;0.07;[[3.3305216]]
0.61;0.07;[[3.3281891]]
0.62;0.07;[[3.32826]]
0.63;0.07;[[3.328331]]
0.64;0.07;[[3.3284066]]
0.65;0.07;[[3.3284745]]
0.66;0.07;[[3.3285463]]
0.67;0.07;[[3.3286178]]
0.68;0.07;[[3.3286927]]
0.69;0.07;[[3.3287647]]
0.7;0.07;[[3.328836]]
0.71;0.07;[[3.3289049]]
0.72;0.07;[[3.3289778]]
0.73;0.07;[[3.3290505]]
0.74;0.07;[[3.3291225]]
0.75;0.07;[[3.3291898]]
0.76;0.07;[[3.3292665]]
0.77;0.07;[[3.3293355]]
0.78;0.07;[[3.3294094]]
0.79;0.07;[[3.3294778]]
0.8;0.07;[[3.3295476]]
0.81;0.07;[[3.3296213]]
0.82;0.07;[[3.3296936]]
0.83;0.07;[[3.3297675]]
0.84;0.07;[[3.329833]]
0.85;0.07;[[3.3299124]]
0.86;0.07;[[3.3299782]]
0.87;0.07;[[3.3300543]]
0.88;0.07;[[3.350493]]
0.89;0.07;[[3.4378214]]
0.9;0.07;[[3.525136]]
0.91;0.07;[[3.6124573]]
0.92;0.07;[[3.6997752]]
0.93;0.07;[[3.7870977]]
0.94;0.07;[[3.874415]]
0.95;0.07;[[3.9617329]]
0.96;0.07;[[4.0490522]]
0.97;0.07;[[4.1363745]]
0.98;0.07;[[4.223692]]
0.99;0.07;[[4.311014]]
0.01;0.08;[[3.326221]]
0.02;0.08;[[3.2262342]]
0.03;0.08;[[3.1262136]]
0.04;0.08;[[3.0421524]]
0.05;0.08;[[2.9781659]]
0.06;0.08;[[2.914526]]
0.07;0.08;[[2.850943]]
0.08;0.08;[[2.7875106]]
0.09;0.08;[[2.7241182]]
0.1;0.08;[[2.6607366]]
0.11;0.08;[[2.5973375]]
0.12;0.08;[[2.5339391]]
0.13;0.08;[[2.4705489]]
0.14;0.08;[[2.4071596]]
0.15;0.08;[[2.3437648]]
0.16;0.08;[[2.2803602]]
0.17;0.08;[[2.2169826]]
0.18;0.08;[[2.2119508]]
0.19;0.08;[[2.2480433]]
0.2;0.08;[[2.2841427]]
0.21;0.08;[[2.3202357]]
0.22;0.08;[[2.356329]]
0.23;0.08;[[2.3924239]]
0.24;0.08;[[2.4285202]]
0.25;0.08;[[2.464612]]
0.26;0.08;[[2.500708]]
0.27;0.08;[[2.5368025]]
0.28;0.08;[[2.5728965]]
0.29;0.08;[[2.6089942]]
0.3;0.08;[[2.6450872]]
0.31;0.08;[[2.6811848]]
0.32;0.08;[[2.7172756]]
0.33;0.08;[[2.7533746]]
0.34;0.08;[[2.7944317]]
0.35;0.08;[[2.8585453]]
0.36;0.08;[[2.9226677]]
0.37;0.08;[[2.9867826]]
0.38;0.08;[[3.050904]]
0.39;0.08;[[3.1150126]]
0.4;0.08;[[3.179129]]
0.41;0.08;[[3.2432537]]
0.42;0.08;[[3.307365]]
0.43;0.08;[[3.371481]]
0.44;0.08;[[3.3926787]]
0.45;0.08;[[3.3892357]]
0.46;0.08;[[3.3857865]]
0.47;0.08;[[3.3823442]]
0.48;0.08;[[3.3789022]]
0.49;0.08;[[3.3754516]]
0.5;0.08;[[3.372005]]
0.51;0.08;[[3.3685648]]
0.52;0.08;[[3.3651145]]
0.53;0.08;[[3.3616743]]
0.54;0.08;[[3.358228]]
0.55;0.08;[[3.3547807]]
0.56;0.08;[[3.3513355]]
0.57;0.08;[[3.347888]]
0.58;0.08;[[3.344445]]
0.59;0.08;[[3.3409972]]
0.6;0.08;[[3.3375554]]
0.61;0.08;[[3.334109]]
0.62;0.08;[[3.330664]]
0.63;0.08;[[3.3281848]]
0.64;0.08;[[3.3282607]]
0.65;0.08;[[3.3283248]]
0.66;0.08;[[3.328405]]
0.67;0.08;[[3.3284698]]
0.68;0.08;[[3.3285487]]
0.69;0.08;[[3.3286152]]
0.7;0.08;[[3.3286874]]
0.71;0.08;[[3.3287613]]
0.72;0.08;[[3.3288274]]
0.73;0.08;[[3.3289068]]
0.74;0.08;[[3.3289764]]
0.75;0.08;[[3.3290467]]
0.76;0.08;[[3.3291135]]
0.77;0.08;[[3.3291955]]
0.78;0.08;[[3.3292577]]
0.79;0.08;[[3.3293345]]
0.8;0.08;[[3.3294058]]
0.81;0.08;[[3.3294787]]
0.82;0.08;[[3.3295476]]
0.83;0.08;[[3.3296206]]
0.84;0.08;[[3.329693]]
0.85;0.08;[[3.3297646]]
0.86;0.08;[[3.329838]]
0.87;0.08;[[3.3299057]]
0.88;0.08;[[3.3299816]]
0.89;0.08;[[3.3300478]]
0.9;0.08;[[3.3468812]]
0.91;0.08;[[3.4342]]
0.92;0.08;[[3.5215194]]
0.93;0.08;[[3.6088424]]
0.94;0.08;[[3.6961553]]
